"Plot-Titel: L_55"
"Anz.","Datum Zeit, GMT+02:00","Temp., °C (LGR S/N: 20157054, SEN S/N: 20157054)","RH, % (LGR S/N: 20157054, SEN S/N: 20157054)","TauPkt, °C (LGR S/N: 20157054, SEN S/N: 20157054)","Koppler abgetrennt (LGR S/N: 20157054)","Koppler verbunden (LGR S/N: 20157054)","Host verbunden (LGR S/N: 20157054)","Angehalten (LGR S/N: 20157054)","Dateiende (LGR S/N: 20157054)"
1,07.15.25 12:00:00 AM,25.890,56.864,16.983,Protokolliert,,,,
2,07.15.25 01:00:00 AM,25.841,56.731,16.902,,,,,
3,07.15.25 02:00:00 AM,25.768,56.564,16.788,,,,,
4,07.15.25 03:00:00 AM,25.720,56.557,16.741,,,,,
5,07.15.25 04:00:00 AM,25.671,56.112,16.574,,,,,
6,07.15.25 05:00:00 AM,25.550,56.125,16.465,,,,,
7,07.15.25 06:00:00 AM,25.477,56.115,16.394,,,,,
8,07.15.25 07:00:00 AM,25.453,55.642,16.242,,,,,
9,07.15.25 08:00:00 AM,25.453,53.630,15.679,,,,,
10,07.15.25 09:00:00 AM,25.550,52.538,15.455,,,,,
11,07.15.25 10:00:00 AM,24.968,55.415,15.727,,,,,
12,07.15.25 11:00:00 AM,25.428,52.363,15.291,,,,,
13,07.15.25 12:00:00 PM,25.355,49.076,14.235,,,,,
14,07.15.25 01:00:00 PM,24.847,52.157,14.693,,,,,
15,07.15.25 02:00:00 PM,27.308,43.949,14.323,,,,,
16,07.15.25 03:00:00 PM,26.036,37.789,10.870,,,,,
17,07.15.25 04:00:00 PM,29.740,37.394,13.992,,,,,
18,07.15.25 05:00:00 PM,26.573,37.412,11.193,,,,,
19,07.15.25 06:00:00 PM,26.134,39.618,11.676,,,,,
20,07.15.25 07:00:00 PM,23.857,43.388,11.005,,,,,
21,07.15.25 08:00:00 PM,22.968,44.576,10.604,,,,,
22,07.15.25 09:00:00 PM,21.246,46.322,9.607,,,,,
23,07.15.25 10:00:00 PM,19.651,46.981,8.355,,,,,
24,07.15.25 11:00:00 PM,19.222,49.448,8.707,,,,,
25,07.16.25 12:00:00 AM,18.010,53.542,8.737,,,,,
26,07.16.25 01:00:00 AM,18.366,53.778,9.132,,,,,
27,07.16.25 02:00:00 AM,17.653,55.701,8.973,,,,,
28,07.16.25 03:00:00 AM,16.511,59.708,8.895,,,,,
29,07.16.25 04:00:00 AM,17.320,57.934,9.226,,,,,
30,07.16.25 05:00:00 AM,17.320,57.540,9.128,,,,,
31,07.16.25 06:00:00 AM,17.177,59.333,9.433,,,,,
32,07.16.25 07:00:00 AM,18.129,59.272,10.315,,,,,
33,07.16.25 08:00:00 AM,19.603,57.829,11.344,,,,,
34,07.16.25 09:00:00 AM,21.223,52.380,11.400,,,,,
35,07.16.25 10:00:00 AM,22.154,51.757,12.085,,,,,
36,07.16.25 11:00:00 AM,21.366,59.111,13.323,,,,,
37,07.16.25 12:00:00 PM,22.513,59.229,14.432,,,,,
38,07.16.25 01:00:00 PM,21.151,64.827,14.484,,,,,
39,07.16.25 02:00:00 PM,20.507,77.195,16.426,,,,,
40,07.16.25 03:00:00 PM,18.913,86.343,16.474,,,,,
41,07.16.25 04:00:00 PM,22.202,77.055,18.048,,,,,
42,07.16.25 05:00:00 PM,22.800,68.786,16.940,,,,,
43,07.16.25 06:00:00 PM,23.809,60.874,16.065,,,,,
44,07.16.25 07:00:00 PM,19.865,76.806,15.728,,,,,
45,07.16.25 08:00:00 PM,18.937,78.232,15.090,,,,,
46,07.16.25 09:00:00 PM,17.272,77.855,13.398,,,,,
47,07.16.25 10:00:00 PM,16.463,80.616,13.098,,,,,
48,07.16.25 11:00:00 PM,15.270,84.683,12.611,,,,,
49,07.17.25 12:00:00 AM,13.690,89.788,11.845,,,,,
50,07.17.25 01:00:00 AM,14.290,86.021,11.859,,,,,
51,07.17.25 02:00:00 AM,15.079,81.719,11.932,,,,,
52,07.17.25 03:00:00 AM,15.461,78.259,11.706,,,,,
53,07.17.25 04:00:00 AM,15.605,77.394,11.690,,,,,
54,07.17.25 05:00:00 AM,15.509,76.870,11.503,,,,,
55,07.17.25 06:00:00 AM,13.810,83.372,10.960,,,,,
56,07.17.25 07:00:00 AM,14.888,81.045,11.630,,,,,
57,07.17.25 08:00:00 AM,17.368,74.418,12.851,,,,,
58,07.17.25 09:00:00 AM,19.460,69.882,13.966,,,,,
59,07.17.25 10:00:00 AM,18.961,67.737,13.035,,,,,
60,07.17.25 11:00:00 AM,20.246,65.805,13.842,,,,,
61,07.17.25 12:00:00 PM,21.604,60.583,13.912,,,,,
62,07.17.25 01:00:00 PM,22.489,58.088,14.119,,,,,
63,07.17.25 02:00:00 PM,23.665,52.751,13.769,,,,,
64,07.17.25 03:00:00 PM,24.243,48.773,13.119,,,,,
65,07.17.25 04:00:00 PM,25.744,45.553,13.454,,,,,
66,07.17.25 05:00:00 PM,26.085,42.993,12.879,,,,,
67,07.17.25 06:00:00 PM,26.549,42.096,12.975,,,,,
68,07.17.25 07:00:00 PM,26.891,40.556,12.711,,,,,
69,07.17.25 08:00:00 PM,24.460,44.850,12.051,,,,,
70,07.17.25 09:00:00 PM,22.824,49.479,12.032,,,,,
71,07.17.25 10:00:00 PM,21.652,52.815,11.921,,,,,
72,07.17.25 11:00:00 PM,21.318,54.077,11.961,,,,,
73,07.18.25 12:00:00 AM,19.080,60.663,11.548,,,,,
74,07.18.25 01:00:00 AM,18.129,63.356,11.276,,,,,
75,07.18.25 02:00:00 AM,15.772,71.531,10.748,,,,,
76,07.18.25 03:00:00 AM,16.368,71.703,11.357,,,,,
77,07.18.25 04:00:00 AM,13.738,79.085,10.168,,,,,
78,07.18.25 05:00:00 AM,13.112,82.590,10.147,,,,,
79,07.18.25 06:00:00 AM,12.654,85.048,10.092,,,,,
80,07.18.25 07:00:00 AM,15.509,82.391,12.467,,,,,
81,07.18.25 08:00:00 AM,20.031,70.193,14.580,,,,,
82,07.18.25 09:00:00 AM,22.753,59.787,14.798,,,,,
83,07.18.25 10:00:00 AM,24.895,52.227,14.758,,,,,
84,07.18.25 11:00:00 AM,26.867,47.113,14.993,,,,,
85,07.18.25 12:00:00 PM,28.097,44.597,15.263,,,,,
86,07.18.25 01:00:00 PM,27.949,41.923,14.171,,,,,
87,07.18.25 02:00:00 PM,29.090,40.328,14.592,,,,,
88,07.18.25 03:00:00 PM,28.419,39.062,13.498,,,,,
89,07.18.25 04:00:00 PM,29.115,37.399,13.441,,,,,
90,07.18.25 05:00:00 PM,28.493,38.970,13.527,,,,,
91,07.18.25 06:00:00 PM,30.545,36.027,14.121,,,,,
92,07.18.25 07:00:00 PM,28.692,38.358,13.459,,,,,
93,07.18.25 08:00:00 PM,26.426,41.558,12.668,,,,,
94,07.18.25 09:00:00 PM,22.705,50.287,12.164,,,,,
95,07.18.25 10:00:00 PM,20.793,55.921,11.967,,,,,
96,07.18.25 11:00:00 PM,19.341,59.645,11.548,,,,,
97,07.19.25 12:00:00 AM,17.748,64.540,11.180,,,,,
98,07.19.25 01:00:00 AM,16.701,68.788,11.090,,,,,
99,07.19.25 02:00:00 AM,16.582,69.840,11.191,,,,,
100,07.19.25 03:00:00 AM,15.748,72.386,10.892,,,,,
101,07.19.25 04:00:00 AM,14.577,77.626,10.731,,,,,
102,07.19.25 05:00:00 AM,13.978,80.487,10.644,,,,,
103,07.19.25 06:00:00 AM,13.786,82.905,10.860,,,,,
104,07.19.25 07:00:00 AM,17.082,77.675,13.180,,,,,
105,07.19.25 08:00:00 AM,21.485,65.901,15.045,,,,,
106,07.19.25 09:00:00 AM,24.677,55.435,15.462,,,,,
107,07.19.25 10:00:00 AM,26.720,49.509,15.623,,,,,
108,07.19.25 11:00:00 AM,27.014,47.164,15.144,,,,,
109,07.19.25 12:00:00 PM,27.604,46.653,15.514,,,,,
110,07.19.25 01:00:00 PM,32.613,38.084,16.826,,,,,
111,07.19.25 02:00:00 PM,32.820,36.550,16.353,,,,,
112,07.19.25 03:00:00 PM,32.304,36.432,15.847,,,,,
113,07.19.25 04:00:00 PM,32.124,36.178,15.577,,,,,
114,07.19.25 05:00:00 PM,29.215,45.513,16.594,,,,,
115,07.19.25 06:00:00 PM,27.308,52.939,17.201,,,,,
116,07.19.25 07:00:00 PM,23.761,61.723,16.228,,,,,
117,07.19.25 08:00:00 PM,23.665,63.442,16.551,,,,,
118,07.19.25 09:00:00 PM,22.872,64.610,16.072,,,,,
119,07.19.25 10:00:00 PM,20.246,72.537,15.265,,,,,
120,07.19.25 11:00:00 PM,19.436,74.774,14.924,,,,,
121,07.20.25 12:00:00 AM,19.294,78.533,15.493,,,,,
122,07.20.25 01:00:00 AM,18.652,82.650,15.596,,,,,
123,07.20.25 02:00:00 AM,17.701,86.333,15.275,,,,,
124,07.20.25 03:00:00 AM,16.701,88.501,14.633,,,,,
125,07.20.25 04:00:00 AM,16.201,90.222,14.403,,,,,
126,07.20.25 05:00:00 AM,15.748,91.460,14.139,,,,,
127,07.20.25 06:00:00 AM,15.605,92.686,14.178,,,,,
128,07.20.25 07:00:00 AM,17.677,90.772,15.952,,,,,
129,07.20.25 08:00:00 AM,20.936,79.672,17.304,,,,,
130,07.20.25 09:00:00 AM,24.291,70.038,18.641,,,,,
131,07.20.25 10:00:00 AM,26.744,61.220,18.921,,,,,
132,07.20.25 11:00:00 AM,28.345,56.031,19.047,,,,,
133,07.20.25 12:00:00 PM,30.394,48.233,18.583,,,,,
134,07.20.25 01:00:00 PM,29.340,49.752,18.105,,,,,
135,07.20.25 02:00:00 PM,30.394,46.799,18.105,,,,,
136,07.20.25 03:00:00 PM,31.408,43.565,17.890,,,,,
137,07.20.25 04:00:00 PM,31.128,43.566,17.637,,,,,
138,07.20.25 05:00:00 PM,31.103,44.191,17.840,,,,,
139,07.20.25 06:00:00 PM,25.914,53.727,16.135,,,,,
140,07.20.25 07:00:00 PM,18.557,88.596,16.485,,,,,
141,07.20.25 08:00:00 PM,18.723,91.565,17.114,,,,,
142,07.20.25 09:00:00 PM,18.747,92.636,17.300,,,,,
143,07.20.25 10:00:00 PM,18.390,93.076,17.011,,,,,
144,07.20.25 11:00:00 PM,18.224,93.932,16.972,,,,,
145,07.21.25 12:00:00 AM,18.319,94.640,17.172,,,,,
146,07.21.25 01:00:00 AM,18.485,94.315,17.290,,,,,
147,07.21.25 02:00:00 AM,19.032,92.308,17.535,,,,,
148,07.21.25 03:00:00 AM,18.461,92.245,16.957,,,,,
149,07.21.25 04:00:00 AM,18.414,90.740,16.680,,,,,
150,07.21.25 05:00:00 AM,18.390,88.907,16.370,,,,,
151,07.21.25 06:00:00 AM,18.033,89.897,16.171,,,,,
152,07.21.25 07:00:00 AM,17.986,89.671,16.089,,,,,
153,07.21.25 08:00:00 AM,17.938,90.917,16.234,,,,,
154,07.21.25 09:00:00 AM,18.604,89.955,16.747,,,,,
155,07.21.25 10:00:00 AM,19.698,82.827,16.653,,,,,
156,07.21.25 11:00:00 AM,19.865,80.543,16.414,,,,,
157,07.21.25 12:00:00 PM,21.223,75.447,16.786,,,,,
158,07.21.25 01:00:00 PM,23.016,69.389,17.277,,,,,
159,07.21.25 02:00:00 PM,23.785,67.082,17.506,,,,,
160,07.21.25 03:00:00 PM,23.833,65.859,17.275,,,,,
161,07.21.25 04:00:00 PM,22.657,73.001,17.688,,,,,
162,07.21.25 05:00:00 PM,18.247,82.865,15.236,,,,,
163,07.21.25 06:00:00 PM,17.986,88.433,15.894,,,,,
164,07.21.25 07:00:00 PM,21.127,78.890,17.347,,,,,
165,07.21.25 08:00:00 PM,19.222,82.638,16.154,,,,,
166,07.21.25 09:00:00 PM,17.510,89.876,15.649,,,,,
167,07.21.25 10:00:00 PM,17.177,89.367,15.240,,,,,
168,07.21.25 11:00:00 PM,16.511,91.492,14.903,,,,,
169,07.22.25 12:00:00 AM,16.939,89.202,14.978,,,,,
